0,1,2,3
1909-03-01,-999.0,-999.0,-999.0
1909-03-02,-999.0,-999.0,-999.0
1909-03-03,-999.0,-999.0,-999.0
1909-03-04,-999.0,-999.0,-999.0
1909-03-05,-999.0,-999.0,-999.0
1909-03-06,-999.0,-999.0,-999.0
1909-03-07,-999.0,-999.0,-999.0
1909-03-08,-999.0,-999.0,-999.0
1909-03-09,-999.0,-999.0,-999.0
1909-03-10,-999.0,-999.0,-999.0
1909-03-11,-999.0,-999.0,-999.0
1909-03-12,-999.0,-999.0,-999.0
1909-03-13,-999.0,-999.0,-999.0
1909-03-14,-999.0,-999.0,-999.0
1909-03-15,-999.0,-999.0,-999.0
1909-03-16,-999.0,-999.0,-999.0
1909-03-17,-999.0,-999.0,-999.0
1909-03-18,-999.0,-999.0,-999.0
1909-03-19,-999.0,-999.0,-999.0
1909-03-20,-999.0,-999.0,-999.0
1909-03-21,-999.0,-999.0,-999.0
1909-03-22,-999.0,-999.0,-999.0
1909-03-23,-999.0,-999.0,-999.0
1909-03-24,-999.0,-999.0,-999.0
1909-03-25,-999.0,-999.0,-999.0
1909-03-26,-999.0,-999.0,-999.0
1909-03-27,-999.0,-999.0,-999.0
1909-03-28,-999.0,-999.0,-999.0
1909-03-29,-999.0,-999.0,-999.0
1909-03-30,-999.0,-999.0,-999.0
1909-03-31,-999.0,-999.0,-999.0
1909-04-01,-999.0,-999.0,-999.0
1909-04-02,-999.0,-999.0,-999.0
1909-04-03,-999.0,-999.0,-999.0
1909-04-04,-999.0,-999.0,-999.0
1909-04-05,-999.0,-999.0,-999.0
1909-04-06,-999.0,-999.0,-999.0
1909-04-07,-999.0,-999.0,-999.0
1909-04-08,-999.0,-999.0,-999.0
1909-04-09,-999.0,-999.0,-999.0
1909-04-10,-999.0,-999.0,-999.0
1909-04-11,-999.0,-999.0,-999.0
1909-04-12,-999.0,-999.0,-999.0
1909-04-13,-999.0,-999.0,-999.0
1909-04-14,-999.0,-999.0,-999.0
1909-04-15,-999.0,-999.0,-999.0
1909-04-16,-999.0,-999.0,-999.0
1909-04-17,-999.0,-999.0,-999.0
1909-04-18,-999.0,-999.0,-999.0
1909-04-19,-999.0,-999.0,-999.0
1909-04-20,-999.0,-999.0,-999.0
1909-04-21,-999.0,-999.0,-999.0
1909-04-22,-999.0,-999.0,-999.0
1909-04-23,-999.0,-999.0,-999.0
1909-04-24,-999.0,-999.0,-999.0
1909-04-25,-999.0,-999.0,-999.0
1909-04-26,-999.0,-999.0,-999.0
1909-04-27,-999.0,-999.0,-999.0
1909-04-28,-999.0,-999.0,-999.0
1909-04-29,-999.0,-999.0,-999.0
1909-04-30,-999.0,-999.0,-999.0
1909-05-01,-999.0,-999.0,-999.0
1909-05-02,-999.0,-999.0,-999.0
1909-05-03,-999.0,-999.0,-999.0
1909-05-04,-999.0,-999.0,-999.0
1909-05-05,-999.0,-999.0,-999.0
1909-05-06,-999.0,-999.0,-999.0
1909-05-07,-999.0,-999.0,-999.0
1909-05-08,-999.0,-999.0,-999.0
1909-05-09,-999.0,-999.0,-999.0
1909-05-10,-999.0,-999.0,-999.0
1909-05-11,-999.0,-999.0,-999.0
1909-05-12,-999.0,-999.0,-999.0
1909-05-13,-999.0,-999.0,-999.0
1909-05-14,-999.0,-999.0,-999.0
1909-05-15,-999.0,-999.0,-999.0
1909-05-16,-999.0,-999.0,-999.0
1909-05-17,-999.0,-999.0,-999.0
1909-05-18,-999.0,-999.0,-999.0
1909-05-19,-999.0,-999.0,-999.0
1909-05-20,-999.0,-999.0,-999.0
1909-05-21,-999.0,-999.0,-999.0
1909-05-22,-999.0,-999.0,-999.0
1909-05-23,-999.0,-999.0,-999.0
1909-05-24,-999.0,-999.0,-999.0
1909-05-25,-999.0,-999.0,-999.0
1909-05-26,-999.0,-999.0,-999.0
1909-05-27,-999.0,-999.0,-999.0
1909-05-28,-999.0,-999.0,-999.0
1909-05-29,-999.0,-999.0,-999.0
1909-05-30,-999.0,-999.0,-999.0
1909-05-31,-999.0,-999.0,-999.0
1909-06-01,-999.0,-999.0,-999.0
1909-06-02,-999.0,-999.0,-999.0
1909-06-03,-999.0,-999.0,-999.0
1909-06-04,-999.0,-999.0,-999.0
1909-06-05,-999.0,-999.0,-999.0
1909-06-06,-999.0,-999.0,-999.0
1909-06-07,-999.0,-999.0,-999.0
1909-06-08,-999.0,-999.0,-999.0
1909-06-09,-999.0,-999.0,-999.0
1909-06-10,-999.0,-999.0,-999.0
1909-06-11,-999.0,-999.0,-999.0
1909-06-12,-999.0,-999.0,-999.0
1909-06-13,-999.0,-999.0,-999.0
1909-06-14,-999.0,-999.0,-999.0
1909-06-15,-999.0,-999.0,-999.0
1909-06-16,-999.0,-999.0,-999.0
1909-06-17,-999.0,-999.0,-999.0
1909-06-18,-999.0,-999.0,-999.0
1909-06-19,-999.0,-999.0,-999.0
1909-06-20,-999.0,-999.0,-999.0
1909-06-21,-999.0,-999.0,-999.0
1909-06-22,-999.0,-999.0,-999.0
1909-06-23,-999.0,-999.0,-999.0
1909-06-24,-999.0,-999.0,-999.0
1909-06-25,-999.0,-999.0,-999.0
1909-06-26,-999.0,-999.0,-999.0
1909-06-27,-999.0,-999.0,-999.0
1909-06-28,-999.0,-999.0,-999.0
1909-06-29,-999.0,-999.0,-999.0
1909-06-30,-999.0,-999.0,-999.0
1909-07-01,-999.0,-999.0,-999.0
1909-07-02,-999.0,-999.0,-999.0
1909-07-03,-999.0,-999.0,-999.0
1909-07-04,-999.0,-999.0,-999.0
1909-07-05,-999.0,-999.0,-999.0
1909-07-06,-999.0,-999.0,-999.0
1909-07-07,-999.0,-999.0,-999.0
1909-07-08,-999.0,-999.0,-999.0
1909-07-09,-999.0,-999.0,-999.0
1909-07-10,-999.0,-999.0,-999.0
1909-07-11,-999.0,-999.0,-999.0
1909-07-12,-999.0,-999.0,-999.0
1909-07-13,-999.0,-999.0,-999.0
1909-07-14,-999.0,-999.0,-999.0
1909-07-15,-999.0,-999.0,-999.0
1909-07-16,-999.0,-999.0,-999.0
1909-07-17,-999.0,-999.0,-999.0
1909-07-18,-999.0,-999.0,-999.0
1909-07-19,-999.0,-999.0,-999.0
1909-07-20,-999.0,-999.0,-999.0
1909-07-21,-999.0,-999.0,-999.0
1909-07-22,-999.0,-999.0,-999.0
1909-07-23,-999.0,-999.0,-999.0
1909-07-24,-999.0,-999.0,-999.0
1909-07-25,-999.0,-999.0,-999.0
1909-07-26,-999.0,-999.0,-999.0
1909-07-27,-999.0,-999.0,-999.0
1909-07-28,-999.0,-999.0,-999.0
1909-07-29,-999.0,-999.0,-999.0
1909-07-30,-999.0,-999.0,-999.0
1909-07-31,-999.0,-999.0,-999.0
1909-08-01,-999.0,-999.0,-999.0
1909-08-02,-999.0,-999.0,-999.0
1909-08-03,-999.0,-999.0,-999.0
1909-08-04,-999.0,-999.0,-999.0
1909-08-05,-999.0,-999.0,-999.0
1909-08-06,-999.0,-999.0,-999.0
1909-08-07,-999.0,-999.0,-999.0
1909-08-08,-999.0,-999.0,-999.0
1909-08-09,-999.0,-999.0,-999.0
1909-08-10,-999.0,-999.0,-999.0
1909-08-11,-999.0,-999.0,-999.0
1909-08-12,-999.0,-999.0,-999.0
1909-08-13,-999.0,-999.0,-999.0
1909-08-14,-999.0,-999.0,-999.0
1909-08-15,-999.0,-999.0,-999.0
1909-08-16,-999.0,-999.0,-999.0
1909-08-17,-999.0,-999.0,-999.0
1909-08-18,-999.0,-999.0,-999.0
1909-08-19,-999.0,-999.0,-999.0
1909-08-20,-999.0,-999.0,-999.0
1909-08-21,-999.0,-999.0,-999.0
1909-08-22,-999.0,-999.0,-999.0
1909-08-23,-999.0,-999.0,-999.0
1909-08-24,-999.0,-999.0,-999.0
1909-08-25,-999.0,-999.0,-999.0
1909-08-26,-999.0,-999.0,-999.0
1909-08-27,-999.0,-999.0,-999.0
1909-08-28,-999.0,-999.0,-999.0
1909-08-29,-999.0,-999.0,-999.0
1909-08-30,-999.0,-999.0,-999.0
1909-08-31,-999.0,-999.0,-999.0
1909-09-01,-999.0,-999.0,-999.0
1909-09-02,-999.0,-999.0,-999.0
1909-09-03,-999.0,-999.0,-999.0
1909-09-04,-999.0,-999.0,-999.0
1909-09-05,-999.0,-999.0,-999.0
1909-09-06,-999.0,-999.0,-999.0
1909-09-07,-999.0,-999.0,-999.0
1909-09-08,-999.0,-999.0,-999.0
1909-09-09,-999.0,-999.0,-999.0
1909-09-10,-999.0,-999.0,-999.0
1909-09-11,-999.0,-999.0,-999.0
1909-09-12,-999.0,-999.0,-999.0
1909-09-13,-999.0,-999.0,-999.0
1909-09-14,-999.0,-999.0,-999.0
1909-09-15,-999.0,-999.0,-999.0
1909-09-16,-999.0,-999.0,-999.0
1909-09-17,-999.0,-999.0,-999.0
1909-09-18,-999.0,-999.0,-999.0
1909-09-19,-999.0,-999.0,-999.0
1909-09-20,-999.0,-999.0,-999.0
1909-09-21,-999.0,-999.0,-999.0
1909-09-22,-999.0,-999.0,-999.0
1909-09-23,-999.0,-999.0,-999.0
1909-09-24,-999.0,-999.0,-999.0
1909-09-25,-999.0,-999.0,-999.0
1909-09-26,-999.0,-999.0,-999.0
1909-09-27,-999.0,-999.0,-999.0
1909-09-28,-999.0,-999.0,-999.0
1909-09-29,-999.0,-999.0,-999.0
1909-09-30,-999.0,-999.0,-999.0
1909-10-01,-999.0,-999.0,-999.0
1909-10-02,-999.0,-999.0,-999.0
1909-10-03,-999.0,-999.0,-999.0
1909-10-04,-999.0,-999.0,-999.0
1909-10-05,-999.0,-999.0,-999.0
1909-10-06,-999.0,-999.0,-999.0
1909-10-07,-999.0,-999.0,-999.0
1909-10-08,-999.0,-999.0,-999.0
1909-10-09,-999.0,-999.0,-999.0
1909-10-10,-999.0,-999.0,-999.0
1909-10-11,-999.0,-999.0,-999.0
1909-10-12,-999.0,-999.0,-999.0
1909-10-13,-999.0,-999.0,-999.0
1909-10-14,-999.0,-999.0,-999.0
1909-10-15,-999.0,-999.0,-999.0
1909-10-16,-999.0,-999.0,-999.0
1909-10-17,-999.0,-999.0,-999.0
1909-10-18,-999.0,-999.0,-999.0
1909-10-19,-999.0,-999.0,-999.0
1909-10-20,-999.0,-999.0,-999.0
1909-10-21,-999.0,-999.0,-999.0
1909-10-22,-999.0,-999.0,-999.0
1909-10-23,-999.0,-999.0,-999.0
1909-10-24,-999.0,-999.0,-999.0
1909-10-25,-999.0,-999.0,-999.0
1909-10-26,-999.0,-999.0,-999.0
1909-10-27,-999.0,-999.0,-999.0
1909-10-28,-999.0,-999.0,-999.0
1909-10-29,-999.0,-999.0,-999.0
1909-10-30,-999.0,-999.0,-999.0
1909-10-31,-999.0,-999.0,-999.0
1909-11-01,-999.0,-999.0,-999.0
1909-11-02,-999.0,-999.0,-999.0
1909-11-03,-999.0,-999.0,-999.0
1909-11-04,-999.0,-999.0,-999.0
1909-11-05,-999.0,-999.0,-999.0
1909-11-06,-999.0,-999.0,-999.0
1909-11-07,-999.0,-999.0,-999.0
1909-11-08,-999.0,-999.0,-999.0
1909-11-09,-999.0,-999.0,-999.0
1909-11-10,-999.0,-999.0,-999.0
1909-11-11,-999.0,-999.0,-999.0
1909-11-12,-999.0,-999.0,-999.0
1909-11-13,-999.0,-999.0,-999.0
1909-11-14,-999.0,-999.0,-999.0
1909-11-15,-999.0,-999.0,-999.0
1909-11-16,-999.0,-999.0,-999.0
1909-11-17,-999.0,-999.0,-999.0
1909-11-18,-999.0,-999.0,-999.0
1909-11-19,-999.0,-999.0,-999.0
1909-11-20,-999.0,-999.0,-999.0
1909-11-21,-999.0,-999.0,-999.0
1909-11-22,-999.0,-999.0,-999.0
1909-11-23,-999.0,-999.0,-999.0
1909-11-24,-999.0,-999.0,-999.0
1909-11-25,-999.0,-999.0,-999.0
1909-11-26,-999.0,-999.0,-999.0
1909-11-27,-999.0,-999.0,-999.0
1909-11-28,-999.0,-999.0,-999.0
1909-11-29,-999.0,-999.0,-999.0
1909-11-30,-999.0,-999.0,-999.0
1909-12-01,-999.0,-999.0,-999.0
1909-12-02,-999.0,-999.0,-999.0
1909-12-03,-999.0,-999.0,-999.0
1909-12-04,-999.0,-999.0,-999.0
1909-12-05,-999.0,-999.0,-999.0
1909-12-06,-999.0,-999.0,-999.0
1909-12-07,-999.0,-999.0,-999.0
1909-12-08,-999.0,-999.0,-999.0
1909-12-09,-999.0,-999.0,-999.0
1909-12-10,-999.0,-999.0,-999.0
1909-12-11,-999.0,-999.0,-999.0
1909-12-12,-999.0,-999.0,-999.0
1909-12-13,-999.0,-999.0,-999.0
1909-12-14,-999.0,-999.0,-999.0
1909-12-15,-999.0,-999.0,-999.0
1909-12-16,-999.0,-999.0,-999.0
1909-12-17,-999.0,-999.0,-999.0
1909-12-18,-999.0,-999.0,-999.0
1909-12-19,-999.0,-999.0,-999.0
1909-12-20,-999.0,-999.0,-999.0
1909-12-21,-999.0,-999.0,-999.0
1909-12-22,-999.0,-999.0,-999.0
1909-12-23,-999.0,-999.0,-999.0
1909-12-24,-999.0,-999.0,-999.0
1909-12-25,-999.0,-999.0,-999.0
1909-12-26,-999.0,-999.0,-999.0
1909-12-27,-999.0,-999.0,-999.0
1909-12-28,-999.0,-999.0,-999.0
1909-12-29,-999.0,-999.0,-999.0
1909-12-30,-999.0,-999.0,-999.0
1909-12-31,-999.0,-999.0,-999.0
1910-01-01,-999.0,-999.0,-999.0
1910-01-02,-999.0,-999.0,-999.0
1910-01-03,-999.0,-999.0,-999.0
1910-01-04,-999.0,-999.0,-999.0
1910-01-05,-999.0,-999.0,-999.0
1910-01-06,-999.0,-999.0,-999.0
1910-01-07,-999.0,-999.0,-999.0
1910-01-08,-999.0,-999.0,-999.0
1910-01-09,-999.0,-999.0,-999.0
1910-01-10,-999.0,-999.0,-999.0
1910-01-11,-999.0,-999.0,-999.0
1910-01-12,-999.0,-999.0,-999.0
1910-01-13,-999.0,-999.0,-999.0
1910-01-14,-999.0,-999.0,-999.0
1910-01-15,-999.0,-999.0,-999.0
1910-01-16,-999.0,-999.0,-999.0
1910-01-17,-999.0,-999.0,-999.0
1910-01-18,-999.0,-999.0,-999.0
1910-01-19,-999.0,-999.0,-999.0
1910-01-20,-999.0,-999.0,-999.0
1910-01-21,-999.0,-999.0,-999.0
1910-01-22,-999.0,-999.0,-999.0
1910-01-23,-999.0,-999.0,-999.0
1910-01-24,-999.0,-999.0,-999.0
1910-01-25,-999.0,-999.0,-999.0
1910-01-26,-999.0,-999.0,-999.0
1910-01-27,-999.0,-999.0,-999.0
1910-01-28,-999.0,-999.0,-999.0
1910-01-29,-999.0,-999.0,-999.0
1910-01-30,-999.0,-999.0,-999.0
1910-01-31,-999.0,-999.0,-999.0
1910-02-01,-999.0,-999.0,-999.0
1910-02-02,-999.0,-999.0,-999.0
1910-02-03,-999.0,-999.0,-999.0
1910-02-04,-999.0,-999.0,-999.0
1910-02-05,-999.0,-999.0,-999.0
1910-02-06,-999.0,-999.0,-999.0
1910-02-07,-999.0,-999.0,-999.0
1910-02-08,-999.0,-999.0,-999.0
1910-02-09,-999.0,-999.0,-999.0
1910-02-10,-999.0,-999.0,-999.0
1910-02-11,-999.0,-999.0,-999.0
1910-02-12,-999.0,-999.0,-999.0
1910-02-13,-999.0,-999.0,-999.0
1910-02-14,-999.0,-999.0,-999.0
1910-02-15,-999.0,-999.0,-999.0
1910-02-16,-999.0,-999.0,-999.0
1910-02-17,-999.0,-999.0,-999.0
1910-02-18,-999.0,-999.0,-999.0
1910-02-19,-999.0,-999.0,-999.0
1910-02-20,-999.0,-999.0,-999.0
1910-02-21,-999.0,-999.0,-999.0
1910-02-22,-999.0,-999.0,-999.0
1910-02-23,-999.0,-999.0,-999.0
1910-02-24,-999.0,-999.0,-999.0
1910-02-25,-999.0,-999.0,-999.0
1910-02-26,-999.0,-999.0,-999.0
1910-02-27,-999.0,-999.0,-999.0
1910-02-28,-999.0,-999.0,-999.0
1910-03-01,-999.0,-999.0,-999.0
1910-03-02,-999.0,-999.0,-999.0
1910-03-03,-999.0,-999.0,-999.0
1910-03-04,-999.0,-999.0,-999.0
1910-03-05,-999.0,-999.0,-999.0
1910-03-06,-999.0,-999.0,-999.0
1910-03-07,-999.0,-999.0,-999.0
1910-03-08,-999.0,-999.0,-999.0
1910-03-09,-999.0,-999.0,-999.0
1910-03-10,-999.0,-999.0,-999.0
1910-03-11,-999.0,-999.0,-999.0
1910-03-12,-999.0,-999.0,-999.0
1910-03-13,-999.0,-999.0,-999.0
1910-03-14,-999.0,-999.0,-999.0
1910-03-15,-999.0,-999.0,-999.0
1910-03-16,-999.0,-999.0,-999.0
1910-03-17,-999.0,-999.0,-999.0
1910-03-18,-999.0,-999.0,-999.0
1910-03-19,-999.0,-999.0,-999.0
1910-03-20,-999.0,-999.0,-999.0
1910-03-21,-999.0,-999.0,-999.0
1910-03-22,-999.0,-999.0,-999.0
1910-03-23,-999.0,-999.0,-999.0
1910-03-24,-999.0,-999.0,-999.0
1910-03-25,-999.0,-999.0,-999.0
1910-03-26,-999.0,-999.0,-999.0
1910-03-27,-999.0,-999.0,-999.0
1910-03-28,-999.0,-999.0,-999.0
1910-03-29,-999.0,-999.0,-999.0
1910-03-30,-999.0,-999.0,-999.0
1910-03-31,-999.0,-999.0,-999.0
1910-04-01,-999.0,-999.0,-999.0
1910-04-02,-999.0,-999.0,-999.0
1910-04-03,-999.0,-999.0,-999.0
1910-04-04,-999.0,-999.0,-999.0
1910-04-05,-999.0,-999.0,-999.0
1910-04-06,-999.0,-999.0,-999.0
1910-04-07,-999.0,-999.0,-999.0
1910-04-08,-999.0,-999.0,-999.0
1910-04-09,-999.0,-999.0,-999.0
1910-04-10,-999.0,-999.0,-999.0
1910-04-11,-999.0,-999.0,-999.0
1910-04-12,-999.0,-999.0,-999.0
1910-04-13,-999.0,-999.0,-999.0
1910-04-14,-999.0,-999.0,-999.0
1910-04-15,-999.0,-999.0,-999.0
1910-04-16,-999.0,-999.0,-999.0
1910-04-17,-999.0,-999.0,-999.0
1910-04-18,-999.0,-999.0,-999.0
1910-04-19,-999.0,-999.0,-999.0
1910-04-20,-999.0,-999.0,-999.0
1910-04-21,-999.0,-999.0,-999.0
1910-04-22,-999.0,-999.0,-999.0
1910-04-23,-999.0,-999.0,-999.0
1910-04-24,-999.0,-999.0,-999.0
1910-04-25,-999.0,-999.0,-999.0
1910-04-26,-999.0,-999.0,-999.0
1910-04-27,-999.0,-999.0,-999.0
1910-04-28,-999.0,-999.0,-999.0
1910-04-29,-999.0,-999.0,-999.0
1910-04-30,-999.0,-999.0,-999.0
1910-05-01,-999.0,-999.0,-999.0
1910-05-02,-999.0,-999.0,-999.0
1910-05-03,-999.0,-999.0,-999.0
1910-05-04,-999.0,-999.0,-999.0
1910-05-05,-999.0,-999.0,-999.0
1910-05-06,-999.0,-999.0,-999.0
1910-05-07,-999.0,-999.0,-999.0
1910-05-08,-999.0,-999.0,-999.0
1910-05-09,-999.0,-999.0,-999.0
1910-05-10,-999.0,-999.0,-999.0
1910-05-11,-999.0,-999.0,-999.0
1910-05-12,-999.0,-999.0,-999.0
1910-05-13,-999.0,-999.0,-999.0
1910-05-14,-999.0,-999.0,-999.0
1910-05-15,-999.0,-999.0,-999.0
1910-05-16,-999.0,-999.0,-999.0
1910-05-17,-999.0,-999.0,-999.0
1910-05-18,-999.0,-999.0,-999.0
1910-05-19,-999.0,-999.0,-999.0
1910-05-20,-999.0,-999.0,-999.0
1910-05-21,-999.0,-999.0,-999.0
1910-05-22,-999.0,-999.0,-999.0
1910-05-23,-999.0,-999.0,-999.0
1910-05-24,-999.0,-999.0,-999.0
1910-05-25,-999.0,-999.0,-999.0
1910-05-26,-999.0,-999.0,-999.0
1910-05-27,-999.0,-999.0,-999.0
1910-05-28,-999.0,-999.0,-999.0
1910-05-29,-999.0,-999.0,-999.0
1910-05-30,-999.0,-999.0,-999.0
1910-05-31,-999.0,-999.0,-999.0
1910-06-01,-999.0,-999.0,-999.0
1910-06-02,-999.0,-999.0,-999.0
1910-06-03,-999.0,-999.0,-999.0
1910-06-04,-999.0,-999.0,-999.0
1910-06-05,-999.0,-999.0,-999.0
1910-06-06,-999.0,-999.0,-999.0
1910-06-07,-999.0,-999.0,-999.0
1910-06-08,-999.0,-999.0,-999.0
1910-06-09,-999.0,-999.0,-999.0
1910-06-10,-999.0,-999.0,-999.0
1910-06-11,-999.0,-999.0,-999.0
1910-06-12,-999.0,-999.0,-999.0
1910-06-13,-999.0,-999.0,-999.0
1910-06-14,-999.0,-999.0,-999.0
1910-06-15,-999.0,-999.0,-999.0
1910-06-16,-999.0,-999.0,-999.0
1910-06-17,-999.0,-999.0,-999.0
1910-06-18,-999.0,-999.0,-999.0
1910-06-19,-999.0,-999.0,-999.0
1910-06-20,-999.0,-999.0,-999.0
1910-06-21,-999.0,-999.0,-999.0
1910-06-22,-999.0,-999.0,-999.0
1910-06-23,-999.0,-999.0,-999.0
1910-06-24,-999.0,-999.0,-999.0
1910-06-25,-999.0,-999.0,-999.0
1910-06-26,-999.0,-999.0,-999.0
1910-06-27,-999.0,-999.0,-999.0
1910-06-28,-999.0,-999.0,-999.0
1910-06-29,-999.0,-999.0,-999.0
1910-06-30,-999.0,-999.0,-999.0
1910-07-01,-999.0,-999.0,-999.0
1910-07-02,-999.0,-999.0,-999.0
1910-07-03,-999.0,-999.0,-999.0
1910-07-04,-999.0,-999.0,-999.0
1910-07-05,-999.0,-999.0,-999.0
1910-07-06,-999.0,-999.0,-999.0
1910-07-07,-999.0,-999.0,-999.0
1910-07-08,-999.0,-999.0,-999.0
1910-07-09,-999.0,-999.0,-999.0
1910-07-10,-999.0,-999.0,-999.0
1910-07-11,-999.0,-999.0,-999.0
1910-07-12,-999.0,-999.0,-999.0
1910-07-13,-999.0,-999.0,-999.0
1910-07-14,-999.0,-999.0,-999.0
1910-07-15,-999.0,-999.0,-999.0
1910-07-16,-999.0,-999.0,-999.0
1910-07-17,-999.0,-999.0,-999.0
1910-07-18,-999.0,-999.0,-999.0
1910-07-19,-999.0,-999.0,-999.0
1910-07-20,-999.0,-999.0,-999.0
1910-07-21,-999.0,-999.0,-999.0
1910-07-22,-999.0,-999.0,-999.0
1910-07-23,-999.0,-999.0,-999.0
1910-07-24,-999.0,-999.0,-999.0
1910-07-25,-999.0,-999.0,-999.0
1910-07-26,-999.0,-999.0,-999.0
1910-07-27,-999.0,-999.0,-999.0
1910-07-28,-999.0,-999.0,-999.0
1910-07-29,-999.0,-999.0,-999.0
1910-07-30,-999.0,-999.0,-999.0
1910-07-31,-999.0,-999.0,-999.0
1910-08-01,-999.0,-999.0,-999.0
1910-08-02,-999.0,-999.0,-999.0
1910-08-03,-999.0,-999.0,-999.0
1910-08-04,-999.0,-999.0,-999.0
1910-08-05,-999.0,-999.0,-999.0
1910-08-06,-999.0,-999.0,-999.0
1910-08-07,-999.0,-999.0,-999.0
1910-08-08,-999.0,-999.0,-999.0
1910-08-09,-999.0,-999.0,-999.0
1910-08-10,-999.0,-999.0,-999.0
1910-08-11,-999.0,-999.0,-999.0
1910-08-12,-999.0,-999.0,-999.0
1910-08-13,-999.0,-999.0,-999.0
1910-08-14,-999.0,-999.0,-999.0
1910-08-15,-999.0,-999.0,-999.0
1910-08-16,-999.0,-999.0,-999.0
1910-08-17,-999.0,-999.0,-999.0
1910-08-18,-999.0,-999.0,-999.0
1910-08-19,-999.0,-999.0,-999.0
1910-08-20,-999.0,-999.0,-999.0
1910-08-21,-999.0,-999.0,-999.0
1910-08-22,-999.0,-999.0,-999.0
1910-08-23,-999.0,-999.0,-999.0
1910-08-24,-999.0,-999.0,-999.0
1910-08-25,-999.0,-999.0,-999.0
1910-08-26,-999.0,-999.0,-999.0
1910-08-27,-999.0,-999.0,-999.0
1910-08-28,-999.0,-999.0,-999.0
1910-08-29,-999.0,-999.0,-999.0
1910-08-30,-999.0,-999.0,-999.0
1910-08-31,-999.0,-999.0,-999.0
1910-09-01,-999.0,-999.0,-999.0
1910-09-02,-999.0,-999.0,-999.0
1910-09-03,-999.0,-999.0,-999.0
1910-09-04,-999.0,-999.0,-999.0
1910-09-05,-999.0,-999.0,-999.0
1910-09-06,-999.0,-999.0,-999.0
1910-09-07,-999.0,-999.0,-999.0
1910-09-08,-999.0,-999.0,-999.0
1910-09-09,-999.0,-999.0,-999.0
1910-09-10,-999.0,-999.0,-999.0
1910-09-11,-999.0,-999.0,-999.0
1910-09-12,-999.0,-999.0,-999.0
1910-09-13,-999.0,-999.0,-999.0
1910-09-14,-999.0,-999.0,-999.0
1910-09-15,-999.0,-999.0,-999.0
1910-09-16,-999.0,-999.0,-999.0
1910-09-17,-999.0,-999.0,-999.0
1910-09-18,-999.0,-999.0,-999.0
1910-09-19,-999.0,-999.0,-999.0
1910-09-20,-999.0,-999.0,-999.0
1910-09-21,-999.0,-999.0,-999.0
1910-09-22,-999.0,-999.0,-999.0
1910-09-23,-999.0,-999.0,-999.0
1910-09-24,-999.0,-999.0,-999.0
1910-09-25,-999.0,-999.0,-999.0
1910-09-26,-999.0,-999.0,-999.0
1910-09-27,-999.0,-999.0,-999.0
1910-09-28,-999.0,-999.0,-999.0
1910-09-29,-999.0,-999.0,-999.0
1910-09-30,-999.0,-999.0,-999.0
1910-10-01,-999.0,-999.0,-999.0
1910-10-02,-999.0,-999.0,-999.0
1910-10-03,-999.0,-999.0,-999.0
1910-10-04,-999.0,-999.0,-999.0
1910-10-05,-999.0,-999.0,-999.0
1910-10-06,-999.0,-999.0,-999.0
1910-10-07,-999.0,-999.0,-999.0
1910-10-08,-999.0,-999.0,-999.0
1910-10-09,-999.0,-999.0,-999.0
1910-10-10,-999.0,-999.0,-999.0
1910-10-11,-999.0,-999.0,-999.0
1910-10-12,-999.0,-999.0,-999.0
1910-10-13,-999.0,-999.0,-999.0
1910-10-14,-999.0,-999.0,-999.0
1910-10-15,-999.0,-999.0,-999.0
1910-10-16,-999.0,-999.0,-999.0
1910-10-17,-999.0,-999.0,-999.0
1910-10-18,-999.0,-999.0,-999.0
1910-10-19,-999.0,-999.0,-999.0
1910-10-20,-999.0,-999.0,-999.0
1910-10-21,-999.0,-999.0,-999.0
1910-10-22,-999.0,-999.0,-999.0
1910-10-23,-999.0,-999.0,-999.0
1910-10-24,-999.0,-999.0,-999.0
1910-10-25,-999.0,-999.0,-999.0
1910-10-26,-999.0,-999.0,-999.0
1910-10-27,-999.0,-999.0,-999.0
1910-10-28,-999.0,-999.0,-999.0
1910-10-29,-999.0,-999.0,-999.0
1910-10-30,-999.0,-999.0,-999.0
1910-10-31,-999.0,-999.0,-999.0
1910-11-01,-999.0,-999.0,-999.0
1910-11-02,-999.0,-999.0,-999.0
1910-11-03,-999.0,-999.0,-999.0
1910-11-04,-999.0,-999.0,-999.0
1910-11-05,-999.0,-999.0,-999.0
1910-11-06,-999.0,-999.0,-999.0
1910-11-07,-999.0,-999.0,-999.0
1910-11-08,-999.0,-999.0,-999.0
1910-11-09,-999.0,-999.0,-999.0
1910-11-10,-999.0,-999.0,-999.0
1910-11-11,-999.0,-999.0,-999.0
1910-11-12,-999.0,-999.0,-999.0
1910-11-13,-999.0,-999.0,-999.0
1910-11-14,-999.0,-999.0,-999.0
1910-11-15,-999.0,-999.0,-999.0
1910-11-16,-999.0,-999.0,-999.0
1910-11-17,-999.0,-999.0,-999.0
1910-11-18,-999.0,-999.0,-999.0
1910-11-19,-999.0,-999.0,-999.0
1910-11-20,-999.0,-999.0,-999.0
1910-11-21,-999.0,-999.0,-999.0
1910-11-22,-999.0,-999.0,-999.0
1910-11-23,-999.0,-999.0,-999.0
1910-11-24,-999.0,-999.0,-999.0
1910-11-25,-999.0,-999.0,-999.0
1910-11-26,-999.0,-999.0,-999.0
