0,1,2,3
1900-01-01,-999.0,-999.0,-999.0
1900-01-02,-999.0,-999.0,-999.0
1900-01-03,-999.0,-999.0,-999.0
1900-01-04,-999.0,-999.0,-999.0
1900-01-05,-999.0,-999.0,-999.0
1900-01-06,-999.0,-999.0,-999.0
1900-01-07,-999.0,-999.0,-999.0
1900-01-08,-999.0,-999.0,-999.0
1900-01-09,-999.0,-999.0,-999.0
1900-01-10,-999.0,-999.0,-999.0
1900-01-11,-999.0,-999.0,-999.0
1900-01-12,-999.0,-999.0,-999.0
1900-01-13,-999.0,-999.0,-999.0
1900-01-14,-999.0,-999.0,-999.0
1900-01-15,-999.0,-999.0,-999.0
1900-01-16,-999.0,-999.0,-999.0
1900-01-17,-999.0,-999.0,-999.0
1900-01-18,-999.0,-999.0,-999.0
1900-01-19,-999.0,-999.0,-999.0
1900-01-20,-999.0,-999.0,-999.0
1900-01-21,-999.0,-999.0,-999.0
1900-01-22,-999.0,-999.0,-999.0
1900-01-23,-999.0,-999.0,-999.0
1900-01-24,-999.0,-999.0,-999.0
1900-01-25,-999.0,-999.0,-999.0
1900-01-26,-999.0,-999.0,-999.0
1900-01-27,-999.0,-999.0,-999.0
1900-01-28,-999.0,-999.0,-999.0
1900-01-29,-999.0,-999.0,-999.0
1900-01-30,-999.0,-999.0,-999.0
1900-01-31,-999.0,-999.0,-999.0
1900-02-01,-999.0,-999.0,-999.0
1900-02-02,-999.0,-999.0,-999.0
1900-02-03,-999.0,-999.0,-999.0
1900-02-04,-999.0,-999.0,-999.0
1900-02-05,-999.0,-999.0,-999.0
1900-02-06,-999.0,-999.0,-999.0
1900-02-07,-999.0,-999.0,-999.0
1900-02-08,-999.0,-999.0,-999.0
1900-02-09,-999.0,-999.0,-999.0
1900-02-10,-999.0,-999.0,-999.0
1900-02-11,-999.0,-999.0,-999.0
1900-02-12,-999.0,-999.0,-999.0
1900-02-13,-999.0,-999.0,-999.0
1900-02-14,-999.0,-999.0,-999.0
1900-02-15,-999.0,-999.0,-999.0
1900-02-16,-999.0,-999.0,-999.0
1900-02-17,-999.0,-999.0,-999.0
1900-02-18,-999.0,-999.0,-999.0
1900-02-19,-999.0,-999.0,-999.0
1900-02-20,-999.0,-999.0,-999.0
1900-02-21,-999.0,-999.0,-999.0
1900-02-22,-999.0,-999.0,-999.0
1900-02-23,-999.0,-999.0,-999.0
1900-02-24,-999.0,-999.0,-999.0
1900-02-25,-999.0,-999.0,-999.0
1900-02-26,-999.0,-999.0,-999.0
1900-02-27,-999.0,-999.0,-999.0
1900-02-28,-999.0,-999.0,-999.0
1900-03-01,-999.0,-999.0,-999.0
1900-03-02,-999.0,-999.0,-999.0
1900-03-03,-999.0,-999.0,-999.0
1900-03-04,-999.0,-999.0,-999.0
1900-03-05,-999.0,-999.0,-999.0
1900-03-06,-999.0,-999.0,-999.0
1900-03-07,-999.0,-999.0,-999.0
1900-03-08,-999.0,-999.0,-999.0
1900-03-09,-999.0,-999.0,-999.0
1900-03-10,-999.0,-999.0,-999.0
1900-03-11,-999.0,-999.0,-999.0
1900-03-12,-999.0,-999.0,-999.0
1900-03-13,-999.0,-999.0,-999.0
1900-03-14,-999.0,-999.0,-999.0
1900-03-15,-999.0,-999.0,-999.0
1900-03-16,-999.0,-999.0,-999.0
1900-03-17,-999.0,-999.0,-999.0
1900-03-18,-999.0,-999.0,-999.0
1900-03-19,-999.0,-999.0,-999.0
1900-03-20,-999.0,-999.0,-999.0
1900-03-21,-999.0,-999.0,-999.0
1900-03-22,-999.0,-999.0,-999.0
1900-03-23,-999.0,-999.0,-999.0
1900-03-24,-999.0,-999.0,-999.0
1900-03-25,-999.0,-999.0,-999.0
1900-03-26,-999.0,-999.0,-999.0
1900-03-27,-999.0,-999.0,-999.0
1900-03-28,-999.0,-999.0,-999.0
1900-03-29,-999.0,-999.0,-999.0
1900-03-30,-999.0,-999.0,-999.0
1900-03-31,-999.0,-999.0,-999.0
1900-04-01,-999.0,-999.0,-999.0
1900-04-02,-999.0,-999.0,-999.0
1900-04-03,-999.0,-999.0,-999.0
1900-04-04,-999.0,-999.0,-999.0
1900-04-05,-999.0,-999.0,-999.0
1900-04-06,-999.0,-999.0,-999.0
1900-04-07,-999.0,-999.0,-999.0
1900-04-08,-999.0,-999.0,-999.0
1900-04-09,-999.0,-999.0,-999.0
1900-04-10,-999.0,-999.0,-999.0
1900-04-11,-999.0,-999.0,-999.0
1900-04-12,-999.0,-999.0,-999.0
1900-04-13,-999.0,-999.0,-999.0
1900-04-14,-999.0,-999.0,-999.0
1900-04-15,-999.0,-999.0,-999.0
1900-04-16,-999.0,-999.0,-999.0
1900-04-17,-999.0,-999.0,-999.0
1900-04-18,-999.0,-999.0,-999.0
1900-04-19,-999.0,-999.0,-999.0
1900-04-20,-999.0,-999.0,-999.0
1900-04-21,-999.0,-999.0,-999.0
1900-04-22,-999.0,-999.0,-999.0
1900-04-23,-999.0,-999.0,-999.0
1900-04-24,-999.0,-999.0,-999.0
1900-04-25,-999.0,-999.0,-999.0
1900-04-26,-999.0,-999.0,-999.0
1900-04-27,-999.0,-999.0,-999.0
1900-04-28,-999.0,-999.0,-999.0
1900-04-29,-999.0,-999.0,-999.0
1900-04-30,-999.0,-999.0,-999.0
1900-05-01,-999.0,-999.0,-999.0
